更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL
2024-08-01,ハッピーライフ株式会社,福祉・介護関連サービス,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 児童発達支援や放課後等デイサービスなどの多機能施設運営 2023年8月doda掲載求人より引用,神奈川県厚木市旭町1-9-12シャルム本厚木 1Ｆ,2015,代表取締役 清水 佑将,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社グローイングアップ,福祉・介護関連サービス,求人なし,,神奈川県川崎市川崎区宮前町11-22ＧＵビル,2011,代表取締役 中田 覚史,7 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社パートナーズ,医薬品メーカー業界,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■医療機関用サプリメント企画、開発、販売■臨床検査受託業務 2023年2月doda掲載求人より引用,神奈川県横浜市港北区新横浜2-5-15新横浜センタービル 3Ｆ,1977,代表取締役 細川 忠宏,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ファミリア,福祉・介護関連サービス,求人なし,,神奈川県横浜市旭区笹野台2-10-6,2015,代表取締役 谷口 和彦,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社グリーンメディカル,調剤薬局・ドラッグストア業界,求人なし,,神奈川県藤沢市鵠沼海岸3-5-7,2010,代表取締役 田中 孝衞,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ブルーム,福祉・介護関連サービス,求人なし,,神奈川県横浜市都筑区中川中央1-8-11グランドールセンター北 202,2015,代表取締役 恵比須 潤,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社アール・イー,医療機器卸,求人なし,,神奈川県横浜市鶴見区東寺尾4-1-1401,2001,代表取締役 今村 五治,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社リーフ,医薬品卸,求人なし,,東京都世田谷区成城7-8-18,2012,代表取締役 中川 一光,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社せんねん,福祉・介護関連サービス,求人なし,,神奈川県横浜市保土ケ谷区西谷3-12-19,2015,代表取締役 菊地 敏江,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社コムレイド,福祉・介護関連サービス,求人なし,,長野県松本市大字島立3803-1,2014,代表取締役 和田 怜士,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ヤマシタ,その他医療関連,求人なし,,長野県松本市城東1-4-6,2011,代表取締役 山下 博克,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ライフケア,福祉・介護関連サービス,求人なし,,長野県長野市大字栗田2009ＢＢＢビル 3Ｆ,2002,代表取締役 竹内 善彦,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ユニバーサルコーポレーション,調剤薬局・ドラッグストア業界,求人なし,,岐阜県岐阜市長良東1-65,2001,代表取締役 柏木 宏仁,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ジョブスタッフ,その他医療関連,求人なし,,愛知県名古屋市北区三軒町323（プロムナード101）,2007,代表取締役 濱口 寿男,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ＩＷＣ,福祉・介護関連サービス,求人なし,,愛知県名古屋市熱田区新尾頭1-8-14ヴィラグリーンボール 1Ｆ,2014,代表取締役 上野 真義,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ウィング,福祉・介護関連サービス,求人なし,,愛知県名古屋市西区牛島町2-10フリーベル 903,2012,代表取締役 太田 雄介,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社和幸,調剤薬局・ドラッグストア業界,求人なし,,愛知県名古屋市中区錦2-9-25,2015,代表取締役 國枝 和彦,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ライフ株式会社,福祉・介護関連サービス,求人なし,,愛知県名古屋市名東区上社4-131牧春ビル 2Ｆ,2015,代表取締役 林 篤志,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ニューズ,福祉・介護関連サービス,求人なし,,愛知県春日井市柏原町3-240,2007,代表取締役 永岡 宏行,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ミライプロジェクト,福祉・介護関連サービス,求人なし,,愛知県名古屋市中村区名駅1-1-1ＪＰタワー名古屋14Ｆ,2012,代表取締役 牧野 隆広,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社シャンティ,福祉・介護関連サービス,求人なし,,愛知県名古屋市西区歌里町330-5,2013,代表取締役 谷 新子,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社てるテル,福祉・介護関連サービス,求人なし,,愛知県知立市新林町平草53-1,2009,代表取締役 吉野 孝,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社平成,調剤薬局・ドラッグストア業界,求人なし,,愛知県名古屋市中川区春田3-108,1994,代表取締役 福井 恵子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社エンジョイ,福祉・介護関連サービス,求人なし,,三重県鈴鹿市算所1-14-33,2014,代表者 岩田 貴正,4 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社コスモ,福祉・介護関連サービス,求人なし,,京都府福知山市東羽合町173,2008,代表取締役 塩谷 優,4 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社六匠,福祉・介護関連サービス,求人なし,,滋賀県大津市大萱3-6-35,1996,代表取締役 北村 拓人,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社Ｅｌ　Ｄｏｒａｄｏ,医療機器メーカー業界,求人なし,,大阪府大阪市中央区西心斎橋1-5-5アーバンＢＬＤ心斎橋 6Ｆ,2007,代表取締役 藤原 智洋,90 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ウイングメディカル,調剤薬局・ドラッグストア業界,求人なし,,大阪府枚方市星丘3-1-43,2010,代表取締役 影山 健,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ファーマ・ケア,福祉・介護関連サービス,無,,大阪府大阪市平野区加美北3-8-18,2002,代表取締役 竹下 純一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ジャストライフ,福祉・介護関連サービス,無,,京都府京都市伏見区竹田中島町220ハイクオリティクイナブリッジ 1Ｆ,2010,代表取締役 武村 聡,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社エムアイシー,医療コンサルティング,求人なし,,大阪府吹田市江の木町17-20,2015,代表取締役 高柳 晴男,26 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ウイル,福祉・介護関連サービス,求人なし,,大阪府大阪市中央区徳井町2-4-14,2009,代表取締役 宮本 成浩,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ＮＳＡ,福祉・介護関連サービス,無,■不動産事業■代理店事業（Timee・サブスク型消耗品セット・企業紹介代理店・太陽光パネル販売事業）■福祉事業（施設運営・高齢者福祉事業・障がい者福祉事業・居住支援法人）■保育事業 2024年4月doda掲載求人より引用,大阪府大阪市中央区北浜東2-18Ｎビル,2012,代表取締役 上撫 正季,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,オーディック株式会社,医療機器メーカー業界,求人なし,,大阪府大阪市福島区福島7-14-20大阪みづほビル内,1972,代表取締役 岡本 憲明,4 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ホープ,福祉・介護関連サービス,求人なし,,大阪府大阪市阿倍野区松虫通2-7-5,2015,代表取締役 井嶋 和貴,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社エナジー,福祉・介護関連サービス,求人なし,,大阪府大阪市住吉区住吉1-8-44,2006,代表取締役 阪井 秀則,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社アクティブ,福祉・介護関連サービス,求人なし,,大阪府大阪市平野区瓜破東3-3-9,2008,代表取締役 安田 剛,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社リアン,福祉・介護関連サービス,求人なし,,大阪府東大阪市吉田本町1-1-3,2010,代表取締役 藤岡 佐知子,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ワークロード,福祉・介護関連サービス,求人なし,,大阪府大阪市生野区巽中2-17-6,2014,代表取締役 前田 安隆,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社なないろ,福祉・介護関連サービス,求人なし,,大阪府大阪市都島区都島本通4-22-9なないろビルヂング,2015,代表取締役 森川 泰子（長谷川 泰子）,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社シーシー,福祉・介護関連サービス,求人なし,,大阪府箕面市粟生外院1-20-7,2014,代表取締役 磯 隼斗,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ウィズケア,福祉・介護関連サービス,無,◆介護保険（介護予防事業）介護保険事業所番号：2773004839◆障がい福祉サービス 障がい福祉サービス事業所番号：2713001994◆行動援護サービス◆同行援護サービス◆地域生活支援事業（移動支援）◆放課後等デイサービス 2024年5月doda掲載求人より引用,大阪府大阪市東淀川区井高野1-34-28,2011,代表取締役 伊藤 雄一,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ＳＡＳ株式会社,その他医療関連,求人なし,,兵庫県神戸市灘区鹿ノ下通1-4-8401,2014,代表取締役 杉谷 洋一郎,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社プロスパー,病院・大学病院・クリニック,求人なし,,兵庫県尼崎市田能2-6-2,2003,代表取締役 曾和 栄司,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社メイ,調剤薬局・ドラッグストア業界,求人なし,,兵庫県明石市大久保町大久保町597-12,1991,代表取締役 赤澤 真理子,11 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社真,福祉・介護関連サービス,求人なし,,兵庫県宝塚市中山寺2-8-1カルム中山 205,2011,代表取締役 入野 淳,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社エイジングウェル,福祉・介護関連サービス,求人なし,,愛媛県松山市日の出町10-80,2000,代表取締役 山本 淳,75 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ミヤタニ,医療機器メーカー業界,求人なし,,愛媛県松山市和気町1-446-6,1993,代表取締役 宮谷 尚文,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
